,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
235,586,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0.9,0.4,0.7470776399,10,1,-1,0,1,4,1,1,0,1,104,2,0.4,0.8200735706000001,0.4141255848,3.1622776602,0.8,0.3,0.0,3,2,9,4,8,3,7,6,5,2,6,0,0,0,0,0,0
236,588,0,3,2,7,1,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.7,0.6,0.768927825,11,1,-1,0,-1,1,1,1,2,1,52,3,0.3741657387,0.7681549215000001,0.3598610843,3.3166247904,0.7,0.6,0.1,2,2,10,1,8,1,6,5,3,3,3,0,1,1,0,0,0
237,599,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,0.3,0.6968679931999999,7,1,1,8,0,14,1,1,2,1,104,2,0.4795831523,1.0680754299,0.474341649,3.4641016151,0.6,0.3,0.6,2,2,8,4,9,2,6,4,0,2,11,0,0,0,0,1,0
238,601,0,1,1,5,1,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.6670832032,7,1,-1,0,-1,0,1,1,2,1,32,1,0.316227766,0.5746540461,0.3615245497,2.6457513111,0.8,0.6,0.5,1,2,8,6,8,2,6,4,4,3,9,0,1,1,0,1,0
239,603,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.6139014579,8,1,-1,0,1,0,1,1,0,1,32,1,0.316227766,0.6517300562,0.3615245497,3.0,0.1,0.4,0.3,2,0,9,4,11,1,10,4,3,2,11,0,0,0,1,1,0
240,604,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0.0,0.8814051281999999,11,1,-1,0,-1,1,1,0,2,1,51,2,0.4,0.9380280882,0.4017461885,3.7416573868,0.2,0.5,0.7,2,2,10,3,11,3,11,6,0,2,11,0,1,0,1,1,0
241,608,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.7,0.5,0.5878988008,6,0,-1,8,0,13,1,1,0,1,104,3,0.5,1.1000939103,0.500999002,2.6457513111,0.6,0.0,0.1,5,4,8,4,9,1,7,6,2,4,6,0,0,1,0,0,0
242,609,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.4,0.4,1.0680004682,11,1,0,0,1,11,1,1,2,1,7,3,0.3741657387,0.7720719145999999,0.3542597917,3.1622776602,0.7,0.2,0.5,2,3,9,2,6,2,4,7,2,2,3,0,0,0,1,0,0
243,610,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.5,0.4,0.7874007874,9,1,1,0,1,0,1,1,1,1,87,3,0.316227766,0.7375789634000001,0.2944486373,3.3166247904,0.7,0.3,0.3,4,0,7,3,11,5,8,9,0,6,11,0,1,0,0,0,0
244,611,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,0.7088723439,11,1,-1,0,-1,0,1,1,2,1,78,3,0.4,0.7955454493999999,0.3848376281000001,3.3166247904,0.7,0.9,0.4,1,0,7,2,9,1,7,7,4,5,9,0,1,1,1,0,0
245,619,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.2,0.5024937811,7,1,1,0,0,1,1,0,2,1,51,2,0.4,0.9340770846,0.4363484846,3.6055512755,0.0,0.8,0.1,5,2,6,6,10,2,12,4,2,3,4,0,1,1,0,0,0
246,624,0,3,1,7,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,1.0,1.254491929,11,1,0,0,1,7,1,1,2,1,92,3,0.3687817783,0.633875004,-1.0,2.4494897428,0.4,0.2,0.9,1,4,8,6,12,3,4,4,0,3,6,0,1,0,1,0,0
247,625,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0.2,0.5315072906,7,0,0,9,1,2,1,1,2,1,104,3,0.4472135955,1.3960244616,0.4669047012,3.3166247904,0.7,0.2,0.6,2,2,9,2,9,0,5,6,1,3,5,0,0,1,0,0,0
248,626,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.7,0.4,0.9791578014,11,1,-1,0,-1,0,1,1,2,1,88,3,0.4,0.8373758697,0.3974921383,3.3166247904,0.8,0.5,0.9,2,1,8,2,8,4,9,2,1,2,7,1,1,1,0,0,0
249,627,1,0,2,1,1,-1,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,1.2,0.473682383,11,0,1,0,1,10,-1,1,2,1,28,3,0.3872983346,1.0656158736,0.3286335345,3.6055512755,0.2,0.5,0.4,3,3,10,4,10,1,3,8,1,2,10,0,1,0,0,0,0
250,629,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.6,0.9031195934,11,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.7910788741,0.3685105155,3.6055512755,0.4,0.8,0.5,4,2,10,3,9,5,7,1,2,2,9,0,1,1,0,0,0
251,630,1,0,1,8,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,1.1736694594,11,1,1,0,0,1,1,0,2,1,65,3,0.316227766,0.784618268,0.2898275349,3.6055512755,0.0,0.4,0.6,3,1,6,3,11,1,11,4,1,1,8,1,0,1,0,0,0
252,636,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.1,0.523808171,7,1,-1,0,-1,5,1,1,2,1,104,3,0.3997499218,0.6338587063000001,0.3930648801,2.2360679775,0.3,0.1,0.5,2,3,9,4,11,3,5,5,0,4,7,1,1,0,1,0,1
253,639,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.2,0.9959292144,7,1,-1,0,-1,1,1,1,0,1,64,3,0.316227766,0.6718206420999999,0.3619392214,3.3166247904,0.6,0.8,0.6,2,0,3,3,12,2,10,5,2,1,7,0,0,0,0,0,0
254,641,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,0.7,1.1456439237,11,1,0,0,0,10,1,1,2,1,28,3,0.3741657387,0.7388566105,0.3248076354,2.8284271247,0.9,0.1,0.3,2,3,7,3,10,0,10,4,3,1,8,0,0,1,1,1,0
255,642,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.6694213918999999,7,1,-1,0,-1,11,1,0,2,1,76,3,0.316227766,0.8407862318000001,0.3794733192,3.6055512755,0.9,0.6,0.1,2,2,8,1,10,0,10,3,1,2,10,0,1,0,0,0,0
256,647,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,1.3,1.1346805718,11,1,-1,0,-1,0,1,1,1,1,87,3,0.316227766,0.7456900958,0.3615245497,3.4641016151,0.0,0.1,0.2,4,2,8,1,12,2,10,4,0,1,5,0,1,0,1,0,0
257,648,0,5,1,10,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.4,0.0,0.632455532,7,1,-1,0,-1,15,1,0,2,1,63,2,0.3872983346,0.9274509633,-1.0,3.6055512755,0.5,0.1,0.9,4,4,7,2,10,2,6,8,2,4,8,0,1,1,1,0,0
258,650,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,1.2,1.326178721,9,1,0,0,1,0,1,1,2,1,88,3,0.4,0.6611410122,0.3289376841,2.2360679775,0.6,0.1,0.4,2,2,6,6,9,2,9,3,2,3,7,1,0,1,1,0,0
259,652,0,6,2,0,0,6,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,1.4,1.4285044627,6,1,-1,2,1,11,1,1,0,1,94,0,0.3741657387,0.7873351854,0.4301162634,3.6055512755,0.1,0.3,0.2,3,1,6,4,8,0,7,7,0,6,3,0,0,1,0,0,0
260,657,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.6,0.4,0.9243240774,11,1,-1,0,-1,0,1,1,2,1,23,3,0.4,0.8898184418999999,0.3974921383,3.4641016151,0.4,0.8,0.9,3,1,9,4,11,1,10,7,1,1,8,0,0,0,1,1,0
261,660,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.2,0.651440711,7,1,-1,0,-1,0,1,0,0,1,46,3,0.4,0.8665620301000001,0.3663331817,3.7416573868,0.3,0.5,0.9,2,1,9,2,8,2,14,9,1,5,4,0,1,1,0,0,0
262,666,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8,0.4,1.1171951486,8,1,-1,0,0,1,1,1,0,1,74,3,0.3741657387,0.7120712426000001,0.3861346915,3.1622776602,0.4,0.1,0.1,3,1,9,5,9,4,13,3,1,4,13,0,1,1,0,1,0
263,669,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.2,0.1,-1.0,6,1,-1,8,0,4,1,1,0,1,6,2,0.4472135955,1.0814265907,0.4301162634,3.6055512755,0.7,0.8,0.4,2,2,8,2,8,3,10,2,3,0,4,0,1,1,0,1,0
264,670,1,0,2,0,0,6,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.4,0.8437268515,6,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.6675631025,0.3744329045000001,2.8284271247,0.1,0.9,0.3,1,2,8,6,8,2,8,9,0,4,9,0,0,0,0,0,0
265,672,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.3,0.6896557112,6,1,-1,0,1,1,1,1,0,1,74,3,0.3605551275,0.6090739482,0.3667424164,2.2360679775,0.1,0.1,0.6,4,2,7,5,6,2,7,5,1,5,7,0,1,0,0,1,0
266,685,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,0.8,1.1166355717,11,0,0,0,1,0,1,1,2,1,88,3,0.4,0.8150064645,0.33241540280000004,3.1622776602,0.8,0.7,0.5,4,3,7,4,9,3,9,6,0,2,9,0,0,1,0,1,1
267,689,0,0,4,7,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.4,0.5,1.086853256,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7006490497,0.3598610843,3.4641016151,0.2,0.9,0.7,4,1,9,2,9,1,8,2,0,5,7,0,0,1,0,0,0
268,697,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,0.1,0.5873670061999999,11,1,-1,0,-1,0,1,1,0,1,88,3,0.4,0.7374851168000001,0.3974921383,2.8284271247,0.3,0.5,0.9,1,2,8,2,6,2,8,9,3,1,14,0,1,1,0,0,0
269,700,0,4,3,3,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.3,0.3,-1.0,7,0,-1,1,-1,16,1,1,2,1,104,2,0.4,0.9795639104,0.4147288271,3.3166247904,0.6,0.4,0.6,1,1,8,1,10,3,4,5,1,2,5,0,1,1,1,1,0
270,701,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,0.4,0.6224949799,7,1,0,0,0,6,1,1,2,1,77,2,0.3741657387,0.7399463906999999,0.3420526275,3.1622776602,0.3,0.6,0.8,1,0,8,7,10,5,6,6,2,1,7,0,1,0,1,0,0
271,704,0,6,1,10,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0.6,0.8863548951000001,10,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.6536768225999999,0.3619392214,3.3166247904,0.4,0.0,0.2,2,4,9,4,9,2,9,9,2,3,8,0,0,0,1,0,1
272,711,0,5,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.6,0.4,0.7433034373999999,7,1,1,0,1,11,1,1,2,1,57,2,0.3741657387,0.670835793,0.3286335345,2.8284271247,0.6,0.5,0.2,2,2,8,3,9,2,11,6,3,3,11,0,0,0,0,0,1
273,712,0,5,1,6,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.7,0.7,0.9410765112,0,1,-1,0,1,11,1,1,0,1,67,2,0.3741657387,0.6822422923,0.3666060556,3.1622776602,0.0,0.7,0.1,3,1,10,1,10,0,7,4,0,0,5,0,0,1,0,0,0
274,722,0,5,2,7,1,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.8,0.9620940702,11,1,0,0,0,1,1,1,2,1,38,3,0.316227766,0.7489841604999999,0.299165506,3.4641016151,0.5,0.2,0.1,4,1,8,3,9,3,9,5,1,2,6,0,1,0,0,0,0
275,725,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.5511351921000001,6,1,-1,0,1,0,1,1,0,1,78,3,0.4,0.8426842443000001,0.3848376281000001,3.4641016151,0.4,0.7,0.4,2,2,4,2,7,4,11,7,0,3,9,0,0,0,0,0,0
276,727,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.5717298313,7,1,-1,0,-1,1,1,1,2,1,104,2,0.4358898944,0.8370797329999999,0.4141255848,3.1622776602,0.0,0.1,0.1,0,2,10,3,9,1,5,4,4,2,4,0,1,1,0,1,0
277,729,0,4,1,7,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.7,0.4,0.7762087348000001,7,1,-1,1,-1,3,1,1,2,1,104,2,0.4242640687,0.8134331895,0.405339364,3.4641016151,0.1,0.3,0.6,3,2,8,2,8,5,12,4,2,5,5,1,1,1,0,1,1
278,731,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.4,0.7595228765,11,1,0,0,0,6,1,1,2,1,104,3,0.3687817783,0.5860993062,0.3278719262,2.2360679775,0.6,0.2,0.6,2,2,9,2,7,3,5,4,0,2,6,0,1,1,0,1,0
279,733,0,7,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.2,0.6585969936,7,1,1,0,1,11,1,1,0,1,99,2,0.3155946768,0.5346467127000001,0.305777697,1.4142135624,0.3,0.9,0.6,4,4,9,2,7,1,11,3,2,3,4,0,0,1,0,0,0
280,736,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.6475916923,11,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.737989227,0.3666060556,3.4641016151,0.6,0.6,0.6,3,0,8,3,8,3,7,5,2,3,7,0,1,1,0,1,0
281,739,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,0.6878408246,7,1,-1,0,-1,11,0,1,2,1,103,1,0.316227766,0.6471807902000001,0.3583294573,3.4641016151,0.2,0.5,0.4,4,3,9,3,8,3,12,3,0,3,5,0,1,1,0,1,0
282,740,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.7,0.8,0.8015609771,11,1,-1,0,-1,1,1,0,2,1,64,3,0.316227766,0.8003976285,0.3619392214,3.7416573868,0.0,0.3,0.4,2,2,7,5,9,2,9,10,2,0,6,0,1,1,0,1,0
283,744,0,0,1,5,1,3,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.4808846015,11,1,-1,0,-1,1,1,1,2,1,52,3,0.3741657387,0.7585735853,0.3598610843,3.3166247904,0.8,0.8,0.6,3,3,10,5,9,5,7,4,1,2,6,0,0,1,0,1,0
284,745,0,4,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.5031152949000001,10,1,-1,0,0,7,1,1,0,1,92,3,0.3741657387,0.6513495209000001,0.3926830783,2.8284271247,0.4,0.7,0.2,2,2,9,3,11,2,6,2,2,2,9,1,1,1,0,1,1
285,748,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.8,1.3,1.6718253497,11,1,-1,0,-1,11,1,1,2,1,104,3,0.4472135955,0.8094355752,0.4246174749,3.0,0.8,0.4,0.2,3,1,8,3,10,2,5,4,0,6,8,0,0,1,0,0,0
286,751,0,5,4,7,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.6887488656999999,7,1,1,0,0,14,1,1,2,1,72,3,0.4,1.1209500103,0.354541958,3.6055512755,0.7,0.7,0.6,3,1,6,3,9,1,9,4,1,2,11,0,0,0,1,0,0
287,753,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.5,0.3,0.7088723439,7,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.6698649179,0.3615245497,3.3166247904,0.9,0.6,0.2,2,3,9,3,10,3,12,5,3,2,6,0,1,1,1,0,0
288,754,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.8,1.3124404748,11,1,-1,0,-1,10,1,1,0,1,28,3,0.3741657387,0.7388566105,0.3788139385,2.8284271247,0.8,0.0,0.4,4,0,7,1,10,2,5,8,4,2,7,0,0,0,0,0,0
289,756,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.2,0.2,-1.0,7,1,0,0,0,0,1,1,2,1,34,2,0.4,0.7916141058,0.3144837039,3.4641016151,0.8,0.3,0.3,2,2,6,1,10,1,12,7,3,1,4,0,1,1,0,0,0
290,760,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.9,1.6,1.6994484399,11,0,0,8,0,13,1,1,2,1,104,3,0.4472135955,1.2073552135,0.3794733192,3.3166247904,0.8,0.9,0.9,3,1,7,4,9,1,10,7,1,2,7,0,1,1,0,0,0
291,761,0,3,3,4,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.7,0.8856494792,11,1,-1,0,-1,0,1,1,1,1,78,3,0.4,0.8363512845000001,0.3848376281000001,3.6055512755,0.0,0.6,0.2,1,3,7,3,12,4,5,1,3,3,4,0,0,0,0,1,0
292,762,0,0,3,7,0,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0.5,0.4,0.8355387484000001,7,1,-1,0,-1,0,1,0,2,1,87,3,0.316227766,0.8287997894,0.3615245497,3.6055512755,0.4,0.3,0.2,4,1,9,2,10,1,9,6,4,3,9,0,1,1,0,0,0
293,763,1,3,1,10,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0.9,0.5,0.8699856320999999,9,0,-1,1,-1,9,0,1,2,1,61,3,0.4472135955,1.0231110391,0.5204805472,3.4641016151,0.9,0.5,0.7,2,4,7,1,10,2,10,6,2,0,6,0,0,0,1,0,0
294,764,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1.3,1.5143067721,11,0,-1,1,-1,1,1,1,0,1,35,1,0.3741657387,0.9531700047,0.3535533906,3.6055512755,0.5,0.2,0.4,2,3,8,4,12,0,4,6,3,2,7,0,0,1,0,0,0
295,774,0,3,1,5,1,6,0,0,1,0,0,0,0,0,0,4,0,0,1,0.7,0.7,1.2626856299,11,1,-1,0,-1,1,1,1,2,1,70,3,0.4242640687,0.7377512179000001,0.3937003937,2.8284271247,0.5,0.0,0.0,1,0,8,3,10,0,10,7,2,3,3,0,1,1,0,0,1
296,777,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.5,0.8147085368000001,10,1,-1,0,1,6,1,1,0,1,27,1,0.3741657387,0.7204079423,0.3907684737,3.3166247904,0.5,0.4,0.1,3,3,7,1,9,2,8,6,0,2,11,0,1,1,0,1,0
297,781,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.5,0.2,0.6239991987,10,1,-1,0,1,11,1,0,0,1,36,2,0.3741657387,0.9190162725,0.3793415348,3.6055512755,0.7,0.5,0.7,4,1,6,4,9,2,10,5,0,3,6,0,1,1,0,0,0
298,787,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.5857687257,11,1,-1,0,-1,4,1,1,0,1,48,1,0.316227766,0.5761262775,0.3943348831,2.6457513111,0.5,0.9,0.9,0,1,10,2,11,4,12,8,1,1,8,0,1,0,0,0,0
299,790,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,-1.0,7,1,-1,0,-1,0,1,0,0,1,87,3,0.316227766,0.8071606188,0.3615245497,3.7416573868,0.5,0.1,0.4,0,1,7,1,9,2,8,5,2,6,8,1,0,1,0,0,0
300,791,0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.3,0.3,-1.0,6,1,-1,0,1,14,1,1,0,1,68,3,0.4,0.7723394749,0.4074309757,2.6457513111,0.9,0.7,0.8,1,1,6,5,11,1,11,7,2,2,5,0,0,0,1,0,0
301,795,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.5,0.3,0.606733055,7,1,0,0,1,10,1,1,2,1,83,2,0.4242640687,0.9131387157,0.3420526275,3.0,0.6,0.3,0.6,2,3,7,4,9,2,9,4,1,3,4,0,0,1,0,1,0
302,796,0,0,1,6,0,4,0,0,1,0,0,0,0,0,0,9,1,0,0,0.5,0.1,0.6955213872,7,1,1,0,0,6,1,0,2,1,33,3,0.3872983346,0.9372292998,0.3286335345,3.7416573868,0.6,0.3,0.7,1,1,8,5,11,3,5,6,3,2,6,0,1,0,0,1,0
303,803,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.5,0.2,0.5419870847,7,1,0,0,1,0,1,1,2,1,39,3,0.3160696126,0.6267125297999999,-1.0,2.4494897428,0.7,0.3,0.0,4,2,8,1,11,3,8,5,1,5,6,0,1,1,1,0,0
304,804,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,-1.0,7,1,1,0,0,11,1,1,2,1,67,2,0.3741657387,0.7328620449,0.3008321791,3.4641016151,0.1,0.5,0.4,3,1,9,5,9,1,6,9,3,1,9,1,0,0,0,0,0
305,806,1,1,1,8,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.8,1.3,1.2725466593,10,0,-1,0,0,10,1,1,0,1,28,3,0.3741657387,0.9021782639,0.3869108424,3.3166247904,0.2,0.1,0.7,1,4,8,2,10,3,10,4,1,3,11,0,1,1,0,0,0
306,809,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.2,0.8257572282,7,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.622345603,0.3521363372,3.3166247904,0.2,0.8,0.6,2,4,9,1,8,1,12,4,2,5,8,0,0,0,0,0,0
307,810,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,0.4,0.8097067370000001,6,0,-1,0,1,10,1,1,0,1,28,3,0.3872983346,0.9004360743000001,0.3820994635,3.0,0.3,0.3,0.9,3,0,8,3,7,3,10,3,1,3,6,0,0,1,0,0,0
308,812,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.4,0.0,0.651440711,11,0,-1,0,-1,10,1,1,0,1,83,2,0.4242640687,1.0371209354000002,0.4009987531000001,3.3166247904,0.8,0.8,0.2,4,1,10,3,9,3,5,5,5,5,11,0,1,0,1,0,0
309,818,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.6,0.7,1.3435028843,2,1,-1,0,-1,11,1,1,2,1,103,1,0.316227766,0.6602810571,0.3583294573,3.6055512755,0.9,0.7,0.7,4,1,10,2,9,6,10,9,0,1,7,0,1,1,1,0,0
310,820,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.7,1.3292385038,11,1,1,0,1,1,1,0,2,1,80,3,0.316227766,0.7842588753,-1.0,3.6055512755,0.8,0.5,0.6,2,0,10,3,10,2,12,10,1,2,10,0,1,0,0,0,1
311,822,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.3,0.6495190528,7,1,0,0,1,11,1,1,2,1,67,2,0.3741657387,0.6790397936,0.3008321791,3.1622776602,0.7,0.0,0.4,4,1,9,2,8,4,12,6,2,4,9,0,0,1,0,0,0
312,824,0,2,1,5,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.2,0.3,-1.0,6,1,-1,0,0,0,1,1,0,1,43,3,0.4,0.5995349436999999,0.416533312,1.7320508076,0.3,0.7,0.6,2,2,9,6,5,3,9,4,3,2,13,0,0,1,0,0,0
313,829,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.9154916712,11,0,1,0,0,0,1,1,1,1,88,3,0.4,0.9556487131,0.33241540280000004,3.4641016151,0.1,0.4,0.7,1,1,10,5,11,1,6,6,1,0,4,1,1,1,0,0,0
314,832,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.8,0.909326674,7,1,0,0,1,1,1,1,2,1,65,3,0.316227766,0.6657345412,0.2898275349,3.4641016151,0.7,0.6,0.0,2,2,7,3,10,3,12,3,0,5,12,0,1,1,0,0,0
315,839,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.2954246408,11,1,1,0,1,14,1,1,0,1,49,3,0.4,0.8031832329999999,0.3292415527,3.7416573868,0.5,0.8,0.5,3,3,8,3,10,2,11,7,2,2,6,0,1,0,1,0,0
316,841,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0.9,0.6,1.0931605555,10,1,-1,1,1,9,1,1,0,1,104,2,0.4898979486,1.3191297532,-1.0,3.4641016151,0.4,0.1,0.4,3,2,9,2,8,2,9,6,2,3,1,0,1,0,0,0,1
317,843,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.4,0.3766629793,11,1,1,0,1,1,1,1,0,1,65,1,0.316227766,0.6197173443,0.2898275349,3.3166247904,0.7,0.1,0.7,1,1,6,0,9,1,8,4,1,4,5,0,1,1,1,0,0
318,846,0,7,1,9,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.9,1.2539936204000002,6,0,-1,1,1,9,1,1,0,1,104,2,0.5744562647,1.0999154738,0.4615192304,3.3166247904,0.8,0.3,0.7,2,1,8,4,8,2,14,9,3,5,5,0,1,1,0,1,0
319,849,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.8,1.6667708301,11,0,1,0,1,15,1,0,0,1,5,2,0.4472135955,1.2307694294,0.32557641190000003,3.7416573868,0.8,0.7,0.9,2,2,7,2,10,3,2,4,1,3,13,0,0,1,0,0,0
320,854,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.1,0.1,-1.0,7,1,0,0,1,0,1,1,2,1,32,3,0.316227766,0.5841572301,0.2944486373,2.4494897428,0.7,0.4,0.2,2,2,6,4,11,2,10,2,1,1,5,0,1,1,0,0,0
